240	5.00E+000	5.9	-6.6	 3.2	 2.0	 2.5	0.9755
250	4.63E+000	5.8	-6.5	 3.2	 2.0	 2.5	0.9762
260	4.31E+000	5.8	-6.4	 3.2	 2.0	 2.5	0.9772
270	4.04E+000	5.8	-6.3	 3.2	 2.0	 2.5	0.9783
280	3.81E+000	5.8	-6.3	 3.2	 2.1	 2.5	0.9795
290	3.61E+000	5.8	-6.2	 3.2	 2.1	 2.5	0.9805
300	3.44E+000	5.8	-6.2	 3.3	 2.1	 2.5	0.9813
310	3.31E+000	5.8	-6.1	 3.3	 2.2	 2.5	0.9819
320	3.22E+000	5.8	-6	 3.3	 2.2	 2.5	0.982
330	3.18E+000	5.8	-5.9	 3.4	 2.3	 2.5	0.9813
340	3.20E+000	5.9	-5.9	 3.4	 2.3	 2.5	0.9779
350	3.41E+000	5.9	-5.8	 3.4	 2.3	 2.5	0.9595
360	3.50E+000	5.9	-5.8	 3.5	 2.4	 2.5	0.9608
370	3.47E+000	5.9	-5.7	 3.5	 2.4	 2.5	0.9642
380	3.36E+000	5.9	-5.6	 3.6	 2.5	 2.5	0.9677
390	3.20E+000	5.9	-5.6	 3.6	 2.5	 2.5	0.9713
400	3.01E+000	5.9	-5.5	 3.6	 2.6	 2.6	0.9741
410	2.81E+000	5.9	-5.5	 3.7	 2.6	 2.6	0.9771
420	2.61E+000	5.9	-5.4	 3.7	 2.7	 2.6	0.9802
430	2.41E+000	5.9	-5.4	 3.8	 2.8	 2.6	0.983
440	2.22E+000	5.9	-5.4	 3.8	 2.8	 2.6	0.9853
450	2.04E+000	5.9	-5.3	 3.9	 2.9	 2.6	0.9878
460	1.87E+000	5.9	-5.3	 3.9	 2.9	 2.6	0.99
470	1.71E+000	5.9	-5.3	 4.0	 3.0	 2.6	0.9921
480	1.56E+000	5.9	-5.3	 4.0	 3.1	 2.6	0.994
490	1.43E+000	5.9	-5.2	 4.1	 3.1	 2.7	0.9961
500	1.30E+000	5.9	-5.2	 4.2	 3.2	 2.7	0.9981
550	8.24E-001	5.9	-5.1	 4.4	 3.5	 2.7	1.0069
600	5.24E-001	6	-5.1	 4.8	 3.8	 2.8	1.0152
650	3.38E-001	6	-5.1	 5.1	 4.2	 2.9	1.0226
700	2.21E-001	6.1	-5.2	 5.4	 4.5	 3.0	1.0301
750	1.46E-001	6.1	-5.2	 5.8	 4.9	 3.1	1.0377
800	9.85E-002	6.2	-5.2	 6.1	 5.3	 3.1	1.0454
850	6.71E-002	6.3	-5.3	 6.5	 5.6	 3.2	1.0532
900	4.63E-002	6.3	-5.4	 6.9	 6.0	 3.3	1.061
950	3.24E-002	6.4	-5.4	 7.3	 6.4	 3.4	1.0695
1000	2.29E-002	6.5	-5.5	 7.7	 6.8	 3.5	1.0783
1050	1.63E-002	6.6	-5.6	 8.1	 7.2	 3.6	1.089
1100	1.17E-002	6.7	-5.6	 8.5	 7.6	 3.8	1.1004
1150	8.51E-003	6.7	-5.7	 8.9	 8.0	 3.9	1.1122
1200	6.22E-003	6.8	-5.8	 9.3	 8.4	 4.0	1.1242
1250	4.59E-003	6.9	-5.8	 9.8	 8.9	 4.1	1.1364
1300	3.40E-003	7	-5.9	 10.2	 9.3	 4.2	1.1475
1350	2.54E-003	7.1	-6	 10.7	 9.7	 4.4	1.1586
1400	1.91E-003	7.3	-6.1	 11.1	 10.2	 4.5	1.17
1450	1.44E-003	7.4	-6.2	 11.6	 10.7	 4.6	1.1816
1500	1.10E-003	7.6	-6.2	 12.1	 11.1	 4.8	1.1937
1550	8.35E-004	7.7	-6.3	 12.6	 11.6	 4.9	1.2069
1600	6.40E-004	7.8	-6.4	 13.2	 12.1	 5.1	1.2206
1650	4.93E-004	7.9	-6.5	 13.7	 12.7	 5.3	1.2347
1700	3.81E-004	7.9	-6.6	 14.3	 13.2	 5.4	1.2493
1750	2.95E-004	8	-3.6	 15.0	 8.3	 12.4	1.2644
1800	2.30E-004	8	-4.3	 15.0	 9.9	 11.3	1.2798
1850	1.79E-004	8.1	-4.9	 15.3	 11.4	 10.3	1.2955
1900	1.40E-004	8.1	-5.4	 15.9	 12.8	 9.5	1.3117
1950	1.10E-004	8.2	-5.9	 16.6	 14.0	 8.8	1.3283
2000	8.69E-005	8.2	-6.3	 17.4	 15.2	 8.3	1.3453
